"Year","Cited by","Link","Affiliations","Funding Details","Language of Original Document"
"2007","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920428301&doi=10.1093%2facprof%3aoso%2f9780195176452.003.0018&partnerID=40&md5=9fa94cd3c833a3b87208a43fc99cddda","Faculty of Liberal Arts, Sophia University, Tokyo, Japan","","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101723248&partnerID=40&md5=540febfbe11aaaf7f9b69a3a632d52d8","PUC/SP - Pontifícia Universidade Católica de São Paulo, Estágio pós-doutoral PNPD-CAPES do Programa de Pós-Graduação em Ciência da Religião, São Paulo - SP, 01020-001, Brazil","","Portuguese"
"2009","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925638829&doi=10.1017%2fCHOL9780521871082.007&partnerID=40&md5=0a0774a4f9f042ba961b2ac7943dd858","University of Southern California, United States","","English"
"2002","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949592278&partnerID=40&md5=6b832f25d0de6b1cc04532a3d2f93a15","","","English"
"2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071169426&doi=10.3390%2frel10070414&partnerID=40&md5=f6a0b05d9ac8cd4def80dfb607887fed","Department of Foreign Languages, Bunkyo University of Saitama Prefecture, Koshigaya, 343-8511, Saitama, Japan","","English"
"2016","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010473696&doi=10.1093%2fdh%2fdhv037&partnerID=40&md5=c9f4578d6072ef6b238bf4d243595eaf","","","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982806723&doi=10.1086%2f686745&partnerID=40&md5=a21f58e83e0227d1e6f989aa5bc59492","Indiana University, United States","","English"
"1972","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960614285&doi=10.1093%2fjcs%2f14.1.43&partnerID=40&md5=d0bb1cbc557b7ba3816d010c884011b4","University of Southern California at Los Angeles, United States","","English"
"2017","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106043188&doi=10.1007%2f978-3-319-43893-1_5&partnerID=40&md5=9dfb77cb672939ac926c4e4aa13b7fdc","Independent Scholar, Honolulu, HI, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140918941&doi=10.13135%2f1825-263X%2f6890&partnerID=40&md5=bd1e574958cfa59078f06c38857938cf","University of Bologna, Italy","","English"
"2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011547159&doi=10.3390%2frel8010012&partnerID=40&md5=2badaca8d91f54f04c8d8a2a7c452608","Institute for the Study of Religion, University of Leipzig, Schillerstr. 6, Leipzig, 04109, Germany","Institute for the Study of Religion, University of Leipzig; Deutsche Forschungsgemeinschaft, DFG","English"
"2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048664540&doi=10.1017%2f9781316877067.016&partnerID=40&md5=4c60bb584f6a9e158628692a3faa2212","National University of Singapore, Singapore","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141602537&doi=10.1163%2f9789004466548&partnerID=40&md5=4f4c4c15fabddd19e223cb6d3dc03ad3","Department for the Study of Religions, University of Cape Town, South Africa; Center for Asian Religions, University of Cape Town, South Africa; Journal of Religion, Japan; department chair of East Asian Languages and Cultures, University of California, Davis, United States","","English"
"1966","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965989348&doi=10.1163%2f156852766X00077&partnerID=40&md5=21dcb46fddb4646f77156051a1563072","Vanderbilt University, Nashville, United States","","English"
"2015","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943250964&doi=10.1215%2f0961754X-3131002&partnerID=40&md5=6938e6cbb2f48529e946d8cb56d960ce","","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126939347&doi=10.3390%2frel13030255&partnerID=40&md5=45e62b822c65cd6c4185001c83d5bcb6","Independent Researcher, Leeds, LS2 9JT, United Kingdom","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137825015&doi=10.18874%2fjjrs.48.2.2021.383-394&partnerID=40&md5=2c46ecb68f8de8697aa68a36b62fe12c","University of British Columbia, Canada","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101668938&doi=10.1002%2f9781118610398.ch22&partnerID=40&md5=51b0c3dd0cf04a0f7caa8f2d7b687230","University of Iowa, United States","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070006277&partnerID=40&md5=db17a1e219f8983ae861d1b3006d3dfd","University of Tokyo, Japan","","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147159415&doi=10.22250%2f2072-8662.2019.3.43-52&partnerID=40&md5=0259f8417ea7125726c5a4a6fad1e4e0","The State Museum of the History of Religion, 14 Pochtamtskaya str., St. Petersburg, 190000, Russian Federation","","Russian"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073627873&doi=10.1080%2f10971467.2018.1654823&partnerID=40&md5=5cd9b51a8b8f4871624759c6180ced96","Taiwan Normal University, Taiwan","","English"
"2019","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077735868&doi=10.1163%2f22118349-00801011&partnerID=40&md5=84a331ab9cd02c33be7df7c2faf68676","University of Oslo, Norway","Horizon 2020 Framework Programme, H2020, (803211)","English"
"1948","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946281971&doi=10.1080%2f00043079.1948.11407830&partnerID=40&md5=f9ec332929024d0f2b1aac643c5a0502","Harvard University, United States","","English"
"2008","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969543438&doi=10.1163%2fej.9789004163263.i-663.146&partnerID=40&md5=09beab7dc9d85426d67bf3b46a5e0024","","","English"
"2010","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649798812&partnerID=40&md5=ebf21632bd35eea85ba8ba90fbcf624f","Department of Asian Studies, Faculty of Letters, 'Babes-Bolyai' University, Cluj-Napoca, Romania","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049649254&doi=10.1093%2foxfordhb%2f9780190221171.013.5&partnerID=40&md5=5f5c2807d0a893c87c7655c7dda30aa8","Department of Theological Studies, St. Louis University, United States","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119166738&partnerID=40&md5=979cc090bfd400506e1c08bdd924d074","University of Manchester, United Kingdom","","English"
"2011","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900758994&partnerID=40&md5=dbec6aa8fa239b59c34aee9e6b0dcf44","Humanities Department, School of Music, Brigham Young University, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143693953&doi=10.4324%2f9781003256656-16&partnerID=40&md5=ca42157baa1c4b94e84ddab39c049f59","Kansai University, Osaka Prefectural University College of Technology, Osaka, Japan","","English"
"2007","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65849346429&doi=10.1558%2fpome.v9i1.78&partnerID=40&md5=e89ae1b353efca5bee7398e493919a81","","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124918894&partnerID=40&md5=397cf8668beb609cf3cb35334c376ae9","Faculty of Shinto Studies, Kokugakuin University, Japan","","English"
"2017","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014700292&doi=10.1111%2fetho.12156&partnerID=40&md5=8067843cfdbae4766a9c255d5857c1d1","University of Alabama, United States","Wenner-Gren Foundation, WGF, (8746); American Anthropological Association, AAA","English"
"2010","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921258413&doi=10.1093%2facprof%3aoso%2f9780195367645.003.0007&partnerID=40&md5=c69f0c13ae7a11f305e32e6ca911528c","University of Hawaii, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130884256&doi=10.15407%2forientw2022.01.157&partnerID=40&md5=fa6fb908ad64dd938aafd72be8651a0e","Vasyl Stus Donetsk National University, 21, 600-richchya Str., Vinnytsia, 21021, Ukraine","","Ukrainian"
"2003","68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36448991029&doi=10.2307%2f3096245&partnerID=40&md5=c30ad10ebbb2f7120ca208e7118d275f","Department of East Asian Religions, Department of Theology and Religious Studies, University of San Francisco, United States","Northeast Asia Council; Association for Asian Studies, AAS; Japan Foundation","English"
"2020","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092893555&doi=10.1515%2fznth-2020-0004&partnerID=40&md5=b9aff3d49c7f902e41e89644d9e8a984","Kyoto University, Japan","","English"
"2003","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909422213&doi=10.4324%2f9780203462881&partnerID=40&md5=988f24f816006ae5f78b21124b8248f0","Institute for Japanese Culture and Classics, Kokugakuin University, Tokyo, Japan; Faculty of Shinto Studies, Kokugakuin University, Tokyo, Japan","","English"
"2002","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60950014948&partnerID=40&md5=2537d0b6016000c1e8313a95187a5857","","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056806978&doi=10.1163%2f9789004307292_005&partnerID=40&md5=98130ae4801eb45444caa1d2b9e57080","","","English"
"2008","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969141780&doi=10.1163%2fej.9789004168220.i-348.18&partnerID=40&md5=d00da4b0aa8b66ae86d07ea7a67c875b","","","English"
"2010","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997908270&doi=10.1177%2f0008429809355748&partnerID=40&md5=70dcbcddf73b2f78211c652b89f085cf","University of Sudbury, Canada","","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111320474&doi=10.1163%2f22118349-01002006&partnerID=40&md5=b7d716ff388a4672e6ce2300fa065eeb","Chiba University, Chiba, Japan","","English"
"2016","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066797469&doi=10.1080%2f23801883.2017.1332870&partnerID=40&md5=eac70021c1b65283ad507f3c2b380faf","Research Foundation Flanders (FWO), Department of Languages and Cultures, Ghent University, Ghent, Belgium; Department of Languages and Cultures, Institute of Japanese Studies & Centre for Buddhist Studies, Ghent University, Ghent, Belgium","Fonds Wetenschappelijk Onderzoek – Vlaanderen, Research Foundation – Flanders; Fonds Wetenschappelijk Onderzoek, FWO, (12O5716N)","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102169568&doi=10.1111%2fanhu.12317&partnerID=40&md5=d52278610ee4ab93eaa96a9ec44b6065","East Asian Languages & Cultural Studies, University of California, HSSB 2254, Santa Barbara, 93106-9010, CA, United States","","English"
"2009","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923241021&doi=10.1093%2foxfordhb%2f9780195170214.003.0001&partnerID=40&md5=ee249752173f5f1c9d239069d8f05ebd","Florida State University, United States","","English"
"2010","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911134898&doi=10.4324%2f9780203831229&partnerID=40&md5=4807b6fad318f328dbb004945ae61f12","Nanzan Institute for Religion and Culture, Japan; Nanzan University, Japan","","English"
"2011","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863557608&doi=10.4324%2f9780203818459-12&partnerID=40&md5=1e90f01ba44ace6bf21db3d6e1cd3d0f","Graduate School of Global Studies, Sophia University, Tokyo, Japan","","English"
"2019","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064987551&doi=10.1163%2f15685276-12341535&partnerID=40&md5=e9735a479e4b59fe2ba462c158d77fac","University of Tokyo, Japan","","English"
"2018","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060376250&doi=10.1007%2f978-3-319-73570-2&partnerID=40&md5=5a6153a7cc072f3fe88b6c7d92f277d9","Shumei University, Japan and Shumei Representative, Chaucer College, United Kingdom","","English"
"2015","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945308348&doi=10.1515%2fijsl-2015-0030&partnerID=40&md5=8929a7936eae60b344297b9cff4e762d","Defense Language Institute, Augusta, GA, United States","","English"
"2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146595188&doi=10.1007%2f978-3-030-94429-2_8&partnerID=40&md5=ebcd9dd4c5727522e2fbfc945eb7884c","Institute for Social Sciences of Religions, University of Lausanne, Lausanne, Switzerland","National Science Foundation, NSF; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF, (CR11I1_156383)","English"
"2009","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861044953&doi=10.1017%2fCCOL9780521859899.016&partnerID=40&md5=45a4a3268a840457e87a4e73cfa5752d","Institut Protestant de Théologie in Montpellier, France","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027751048&doi=10.1007%2f978-90-481-2921-8_3&partnerID=40&md5=7a84ddb1269bbbf136c5a62d24e32f6a","Department of Japanese and Korean Studies, Leiden University, Tokyo, Japan","","English"
"1998","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646822729&doi=10.2307%2f3512444&partnerID=40&md5=3e9079caf637a92fc1186c7dc2b93271","Hokkaido University, Japan; Faculty of Letters, Hokkaido University, N10 W7 Kita-ku, Sapporo, 060, Japan","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131518934&doi=10.1163%2f22118349-20221002&partnerID=40&md5=852de391dd59815129556c02b0e7b00e","Tohoku University, Sendai, Japan","Japan Society for the Promotion of Science, KAKEN, (19J21102)","English"
"2021","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139258924&doi=10.18874%2fjjrs.48.2.2021.341-363&partnerID=40&md5=599da2913573e9f6d02f92e31447f70a","Toyo Eiwa University, Japan","","English"
"2014","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928060476&doi=10.1163%2f9789004268319_003&partnerID=40&md5=45ab11fc51770a97344f1e9b409acf97","University of Oslo, Norway","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990927962&partnerID=40&md5=cee1d24061cb8178de7929ba5a084f1d","Gunma Prefectural Women’s University, Japan","","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939539524&partnerID=40&md5=95fe2accfc6818d10a93d21e3f391c82","Tenri University, Japan","","English"
"1990","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977235224&doi=10.1177%2f003776890037001018&partnerID=40&md5=a2f2456d0778e1974b559d99ffcb2854","Aichi Gakuin University, Japan","National Institute of Multimedia Education; Niwano Peace Foundation; University of Tokyo; Hoso Bunka Foundation, HBF","English"
"2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114101285&doi=10.5840%2fjpr201540Supplement24&partnerID=40&md5=24b0f962441f23da7e406e01049d236f","University of Tokyo","","English"
"2016","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012869125&doi=10.1177%2f0008429816631972&partnerID=40&md5=6f34ed78a06f98f664def8531ea6c630","Akita International University, Akita, Japan","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907809959&partnerID=40&md5=3ce8f1b85840f390f23a8c4d26c71fba","Ludwig-Maximilians-Universität München, Japan-Zentrum, Oettingenstr. 67, München, 80538, Germany","","English"
"1983","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959796340&doi=10.2307%2f3711398&partnerID=40&md5=a91c33b8112c8836bca19ac90df23702","Southwestern University, Georgetown, TX, United States","","English"
"1999","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996251402&doi=10.1177%2f000842989902800301&partnerID=40&md5=cf2def742ad132d9b05d920bf71957de","Department of Religious Studies, Queen's University, Kingston, ON K7L 3N6, Canada","","English"
"2007","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62449213727&doi=10.1017%2fs0041977x07000456&partnerID=40&md5=0abeb53b491d515d72bd229d9b08068b","University of Oslo","","English"
"2003","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885541903&doi=10.4324%2f9780203462881&partnerID=40&md5=cfa00c44c8f37f5707a367dc6f504bdd","International Institute for the Study of Religions, Tokyo, Japan","","English"
"1985","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963036237&doi=10.1093%2fsf%2f64.1.191&partnerID=40&md5=4db416db3453b9aa937c9bdbc4f79c34","North Carolina State University, United States","Carne- gie Corporation; JARP; Japanese American Research Project; National Institute of Mental Health, NIMH, (5-RO1 12780-04); Carnegie Corporation of New York, CCNY; Japanese American Citizens League, JACL","English"
"2013","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878366758&doi=10.18874%2fjjrs.40.1.2013.99-129&partnerID=40&md5=83d8f27feb927780935728534a427b87","Department of East Asian Languages and Cultures, Columbia Unviersity, United States","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031421168&doi=10.1007%2f978-94-017-8972-1_30&partnerID=40&md5=d32c330759a8473b06d9290f13604ffd","IAB Chairman of the International Academic Forum (iafor), Nagoya, Japan; Japan Society of Scotland, Dunblane, Stirlingshire, FK15 9BA, United Kingdom","","English"
"2007","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955757361&doi=10.4135%2f9781848607965.n34&partnerID=40&md5=9040f7f356cb9bd9db3de7f1384eca15","Department of Religious Studies, University of Tokyo, Japan","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021365212&doi=10.4324%2f9781315723747&partnerID=40&md5=59ee1b6ced06e90c151d482824795ef7","","","English"
"2022","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132295251&doi=10.3390%2frel13050458&partnerID=40&md5=65ba3b01df4f664efaf375b6e257b9b5","Department of Asian Studies, University of British Columbia, 607-1871 West Mall, Vancouver, V6T 1Z2, BC, Canada","Sheng Yen Education Foundation; University of British Columbia in Vancouver, Canada","English"
"2014","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960476440&doi=10.4324%2f9781315773964&partnerID=40&md5=7bd6307bfb3c0426a5f0fbb9a4aebf6e","School of History, Classics and Archaeology, University of Edinburgh, United Kingdom; Department of Social Science Education, Osaka Kyoiku University, Japan; Maizuru National College of Technology, Japan","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967350779&doi=10.1057%2f9781137462787_8&partnerID=40&md5=e178d2c334b1cf868fd399dc49048871","University of Alaska, Fairbanks, United States","","English"
"2019","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068008645&doi=10.7146%2frt.v0i69.112748&partnerID=40&md5=318a5e5b98e93cc1c4bffcfcfa94d42c","Afdeling for Religionsvidenskab, Aarhus Universitet, Denmark","","Danish"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938858450&doi=10.3917%2frfea.141.0159&partnerID=40&md5=a27b3e911ae236be53cf27847eac9939","","","English"
"2003","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949892352&partnerID=40&md5=833fff4527d9ca522f5004502fb5903f","Fordham University, United States","","English"
"2005","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844583908&doi=10.1017%2fS0026749X0500168X&partnerID=40&md5=a90b7bc5e78cb559c1bb5aff457e7b76","Department of History, University of British Columbia, Vancouver, BC, Canada","","English"
"2014","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988876286&doi=10.1515%2fzfr-2014-0011&partnerID=40&md5=688c7e64332d8480129332baa7463fb2","Japan-Zentrum, Ludwig-Maximilians-Universität München, Oettingenstr. 67, München, 80538, Germany","","English"
"2003","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909306763&doi=10.4324%2f9780203462881&partnerID=40&md5=5802c1cc79e8df4f8d7b7e7b8e88457e","Institute for Japanese Culture and Classics, Kokugakuin University, Tokyo, Japan; Faculty of Shinto Studies, Kokugakuin University, Tokyo, Japan","","English"
"1983","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645620532&doi=10.1016%2f0048-721X%2883%2990021-0&partnerID=40&md5=cc02323c5ed709b837128a66350df59e","Oxford, 12 Vicarage Lane, New Hinksey, United Kingdom","","English"
"2021","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102354908&doi=10.1163%2f22118349-20200006&partnerID=40&md5=1ecdfacab45feac5ec3a461cc5954617","Osaka University, Osaka, Japan","","English"
"2012","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021727885&doi=10.4324%2f9780203139059-10&partnerID=40&md5=7393c37393562d4e25b1fa3d06b1b387","University of Pittsburgh, Department of Religious Studies, United States","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128465538&doi=10.3390%2frel13030247&partnerID=40&md5=ee203a68ba9e3b6cbc63bd992287181f","Department of Theology, Centre for Multidisciplinary Research on Religion and Society, Uppsala University, Uppsala, 75120, Sweden","Vetenskapsrådet, VR, (2021-00495)","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906007493&doi=10.4324%2f9780203087879&partnerID=40&md5=c7e560bf42fe0167444cb05bbadc7f66","","","English"
"2010","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882640273&doi=10.1163%2fej.9781906876265.i-666&partnerID=40&md5=bac12241556b198770d8fd2f843ed395","University of Cambridge, United Kingdom","","English"
"2005","76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749839387&doi=10.1080%2f1353790052000313882&partnerID=40&md5=aa97ab5cbcc54a9a6c3b487891d92ea9","Department of Social Sciences, Baylor University, United States; Department of Immigration Studies, Lund University, Sweden; Department of Social Psychology, Hokkaido University, Japan","","English"
"2013","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879991980&doi=10.1080%2f17535654.2013.772358&partnerID=40&md5=9ecf3fa4099ee5f4ed794a471a7ac677","Institute of Advanced Studies in Humanities and Social Sciences, Nanjing University, Nanjing, Jiangsu, 210093, 22 Hankou Road, China","Ministry of Internal Affairs and Communications, (257, 61, 726)","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148212089&doi=10.15055%2f00007908&partnerID=40&md5=46a63b51c6f4fbdec7435b998656a26e","","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920763059&doi=10.4324%2f9781315023816&partnerID=40&md5=69b02917a98cdfd5883aeaa20dbde8a2","College of Wooster, United States","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124924597&partnerID=40&md5=c983eb72195d4814b1c2fbb8637d5d31","Kanto Gakuin University, Japan","","English"
"2006","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60950330185&doi=10.18874%2fjjrs.33.2.2006.379-412&partnerID=40&md5=36a142a051a3ed91347906e089d3b8c4","University of Oklahoma","","English"
"2006","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745605788&doi=10.1353%2fjjs.2006.0003&partnerID=40&md5=cae630b320d31a4be0ce2eea7e5ead56","University of California, Los Angeles, United States","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124925558&partnerID=40&md5=11bb1087a2341e92cdff93d5eeda9926","Nanzan Institute for Religion and Culture, Nanzan University, Japan","","English"
"2007","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249153336&doi=10.1353%2faq.2007.0058&partnerID=40&md5=daae4b1142e0789c2bf6f49e56c17790","","","English"
"2021","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103287906&doi=10.1163%2f15685209-12341533&partnerID=40&md5=170aa2674b168591d693e59e8390d6cb","Department of History, University of Arkansas, Fayetteville, AR, United States","","English"
"2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034639379&doi=10.1080%2f09596410.2017.1401797&partnerID=40&md5=b42e07d7645fbb75a2b69d529353f11d","Department of Divinity, University of St Andrews, St Andrews, United Kingdom","","English"
"2004","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949984155&partnerID=40&md5=74ecb16086a29cb9b83fb95baf7a6d20","Department of Comparative Religion, Western Michigan University","","English"
"2015","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957374524&partnerID=40&md5=efc23a8922589f4573b5a8b858d27ff4","New Zealand Asia Institute's Japan Studies Centre, University of Auckland, New Zealand","","English"
"2009","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63749121724&partnerID=40&md5=d0c6c766758ebdf0e5c15dd8d21a8a39","University of Texas at Austin, United States","","English"
"2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031710168&doi=10.4324%2f9781315545936&partnerID=40&md5=d1934a39ca2a0bb6ac87c153783bd388","","","English"
"2019","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073354086&doi=10.3176%2ftr.2019.3.05&partnerID=40&md5=fc16cff6e77d8ebe5e9d2078c66d0dea","Zhejiang University, China","","English"
"2022","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136414924&doi=10.4324%2f9780429273575-21&partnerID=40&md5=6c07d7bfc62b7fbcec7c8e0f5b81eb42","Harvard University, United States","","English"
"2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962546838&doi=10.1163%2f9789004234369_005&partnerID=40&md5=df1121ca2c8ad4f2a94a30fcab84c9c5","","","English"
"2002","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949243415&doi=10.2307%2f834231&partnerID=40&md5=4a42dd68af3d20960bfb1a14acd491ab","Ohtani Women's College, Osaka, Japan","","English"
"2016","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065633346&doi=10.4324%2f9781315507132&partnerID=40&md5=62cd867439e9442d136a479fdf514de6","University of Southern California, United States; Syracuse University, United States","","English"
"2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146507321&doi=10.3390%2frel14010021&partnerID=40&md5=1280dae8b90356d2dfa4b9a8a506195f","Department of Religious Studies, School of Philosophy, Fudan University, Shanghai, 200433, China","","English"
"2009","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74049133359&doi=10.1080%2f00344080902881348&partnerID=40&md5=3ba9ef89729c8a37d727cbc540025df3","Department of Theology, Tokyo Christian University, Tokyo, Japan","","English"
"1973","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958396164&doi=10.1093%2fjaarel%2fXLI.4.493&partnerID=40&md5=8f31786e85dbeeff21d044f7eabbbf7c","School of Religion, University of Southern California, United States","","English"
"2006","39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646510531&doi=10.1007%2fs10551-006-0023-4&partnerID=40&md5=d86ce3b3e76aed3e45f188b9c526ea66","Department of Marketing, United States; University of Northern Iowa, United States; Department of Marketing, University of Houston-Victoria, United States; Small Business Institute, University of St. Thomas, United States; Department of Marketing, University of Northern Iowa, Cedar Falls, IA 50614-0126, United States","","English"
"2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943635515&doi=10.1163%2f9789004257573_007&partnerID=40&md5=ae6804ff4a872c36e35c39a54febcfde","University of Toronto, Canada","","English"
"2012","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865867142&doi=10.1080%2f0048721X.2012.641806&partnerID=40&md5=afea065a8bce94293f9a2e46ed02eec3","Joetsu University of Education, Japan","","English"
"2002","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949822632&partnerID=40&md5=c6684ea599a410ee87a290056b1e566b","","","English"
"2012","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874027721&doi=10.18874%2fjjrs.39.2.2012.353-385&partnerID=40&md5=f77281a5f258ffa5bad4c529aedb9ea9","Kokugakuin University, White Rose East Asia Centre (Universities of Leeds and Sheffield), Japan","","English"
"1989","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024473073&partnerID=40&md5=d1980b7f4c7487904771ffcc1e156bcc","","","English"
